Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,Wins,Draws,Losses,Points,Goal Difference,Position,Home Expected,Away Expected,Side Home Expected,Side Away Expected,Form Home Expected,Form Away Expected,Away Wins,Away Draws,Away Losses,Away Points,Away Goal Difference,Away Position,League Home Goals Avg,League Away Goals Avg,Home Off Performance,Away Off Performance,Side Home Off Performance,Side Away Off Performance,Form Home Off Performance,Form Away Off Performance,Home Def Performance,Away Def Performance,Side Home Def Performance,Side Away Def Performance,Form Home Def Performance,Form Away Def Performance
2006-10-25,Chievo,Milan,0,1,A,N. Rizzoli,0.0,0.5,1.0,0.0,0.29411764705882354,1.0,0.7142857142857143,1.2142857142857144,0.33333333333333337,1.1666666666666665,0.7,1.0,0.6000000000000001,0.75,0.2,0.7692307692307693,0.7058823529411765,0.15789473684210525,1.2608695652173914,1.144927536231884,1.02,0.24285714285714283,0.3333333333333333,0.8666666666666666,1.0057142857142858,0.24285714285714283,1.0642105263157895,0.5,1.1555555555555557,0.2857142857142857,1.0692105263157896,0.5636363636363637
2006-10-25,Empoli,Udinese,1,1,D,A. Giannoccaro,0.4,0.75,0.4,0.5384615384615384,0.6470588235294118,0.5789473684210527,0.8571428571428572,1.142857142857143,1.3333333333333335,1.5,0.7999999999999999,1.2,0.6000000000000001,0.75,0.2,0.7692307692307693,0.8823529411764706,0.42105263157894735,1.2608695652173914,1.144927536231884,0.8092307692307692,0.9662745098039215,1.2666666666666666,1.4444444444444444,0.8036363636363637,0.9662745098039215,0.98989898989899,0.8,3.0,1.3333333333333333,0.98989898989899,0.8
2006-10-25,Inter,Livorno,4,1,H,M. Saccani,0.8,0.75,0.0,1.0,0.8235294117647058,0.0,1.1428571428571428,1.0,1.6666666666666667,1.4583333333333335,1.0,1.0,0.6000000000000001,0.75,0.2,0.7692307692307693,0.7058823529411765,0.2631578947368421,1.2608695652173914,1.144927536231884,1.0076190476190476,1.0666666666666669,1.924731182795699,2.0,1.0076190476190476,1.0666666666666669,1.0516239316239315,0.5333333333333333,1.5333333333333332,1.0,1.0516239316239315,0.5333333333333333
2006-10-25,Palermo,Messina,2,1,H,T. Pieri,1.0,0.0,0.4,1.0,0.8235294117647058,0.05263157894736842,1.7857142857142856,1.5,2.833333333333333,2.166666666666667,1.7999999999999998,1.5,0.4,0.75,0.4,0.5384615384615384,0.5882352941176471,0.5263157894736843,1.2608695652173914,1.144927536231884,1.317543859649123,1.077056277056277,2.433333333333333,1.888888888888889,1.3811802232854866,1.077056277056277,1.1815384615384616,1.7825641025641026,2.1666666666666665,2.6666666666666665,1.1815384615384616,1.7769696969696969
2006-10-25,Reggina,Parma,3,2,H,R. Rosetti,0.4,0.5,0.6000000000000001,0.46153846153846156,0.35294117647058826,0.631578947368421,1.5714285714285714,1.1428571428571428,1.5,0.8333333333333333,1.4000000000000004,1.0,0.2,0.25,1.0,0.15384615384615385,0.0,0.894736842105263,1.2608695652173914,1.144927536231884,0.5422222222222222,0.6181818181818182,1.1666666666666667,0.7777777777777777,0.5422222222222222,0.6857142857142857,0.9308887191240132,1.3891316526610644,1.0,1.222222222222222,1.0528138528138529,1.3891316526610644
2006-10-25,Roma,Ascoli,2,2,D,G. Rocchi,0.8,0.25,0.4,0.8461538461538461,1.0,0.10526315789473684,1.4285714285714286,0.5,1.125,0.375,1.0999999999999999,0.4,0.0,0.75,0.8,0.07692307692307693,0.23529411764705888,0.9473684210526316,1.2608695652173914,1.144927536231884,0.7987878787878786,0.14999999999999997,0.9999999999999999,0.25,0.8037878787878787,0.14999999999999997,0.6822222222222221,0.8381818181818181,0.4666666666666667,1.225,0.6679365079365078,0.9057142857142857
2006-10-25,Sampdoria,Lazio,2,0,H,M. Trefoloni,0.2,1.0,0.4,0.3846153846153847,0.5294117647058824,0.736842105263158,1.3571428571428572,1.5714285714285716,1.625,1.875,1.2999999999999998,1.6999999999999997,0.6000000000000001,0.25,0.6000000000000001,0.6153846153846154,0.7058823529411765,0.47368421052631576,1.2608695652173914,1.144927536231884,1.7828571428571425,1.22,1.7142857142857142,1.3833333333333335,1.7705494505494506,1.2052631578947368,1.5963865546218488,0.6545454545454545,1.7333333333333332,1.4000000000000001,1.6728571428571428,0.7500000000000001
2006-10-25,Siena,Catania,1,1,D,C. Brighi,0.6000000000000001,0.75,0.2,0.7692307692307693,0.7058823529411765,0.21052631578947367,1.5,1.1428571428571428,1.9166666666666665,1.2916666666666665,1.8,1.0999999999999999,0.4,0.5,0.6000000000000001,0.46153846153846156,0.411764705882353,0.6842105263157894,1.2608695652173914,1.144927536231884,0.9333333333333332,1.7683916083916085,1.3333333333333333,0.775,0.9333333333333332,1.8638461538461542,0.3418181818181818,1.7333333333333332,1.222222222222222,1.1935483870967742,0.3418181818181818,1.7185964912280702
2006-10-28,Milan,Inter,3,4,A,S. Farina,0.6666666666666666,0.6000000000000001,0.16666666666666666,0.8125,0.7777777777777777,0.10526315789473684,1.0,1.2500000000000002,0.75,1.0,0.7999999999999998,1.4000000000000001,0.8333333333333333,0.6000000000000001,0.0,1.0,1.0,0.0,1.3291139240506329,1.1645569620253164,0.307563025210084,1.5476190476190477,0.6,1.0595238095238095,0.34285714285714286,1.6476190476190475,0.5,1.2516239316239317,1.0,0.75,0.5636363636363637,1.2516239316239317
2006-10-28,Udinese,Roma,0,1,A,P. Bertini,0.5,0.8,0.16666666666666666,0.6875,0.8888888888888891,0.3684210526315789,1.0,1.125,0.7083333333333333,1.1666666666666663,0.9,0.9,0.6666666666666666,0.4,0.3333333333333333,0.75,1.0,0.21052631578947367,1.3291139240506329,1.1645569620253164,0.6612745098039216,1.0787878787878786,0.6666666666666666,1.5333333333333332,0.6529411764705882,1.1674242424242425,0.2333333333333333,1.3222222222222222,0.0,0.6666666666666666,0.25,1.507936507936508
2006-10-29,Ascoli,Siena,0,1,A,L. Palanca,0.0,0.8,0.6666666666666666,0.10526315789473684,0.26315789473684215,0.894736842105263,0.75,1.25,0.5833333333333333,1.1666666666666667,0.5,1.0,0.5,0.8,0.16666666666666666,0.5789473684210527,0.6842105263157895,0.3157894736842105,1.3333333333333333,1.1975308641975309,0.95,0.7999999999999999,0.6666666666666666,0.8333333333333333,1.15,0.7777777777777777,1.018181818181818,0.3568181818181818,1.3333333333333333,0.5,1.1693506493506494,0.36363636363636365
2006-10-29,Cagliari,Sampdoria,1,0,H,O. Pantana,0.0,1.0,0.3333333333333333,0.15789473684210528,0.4736842105263158,0.7894736842105263,1.3124999999999998,1.517857142857143,1.3333333333333335,1.333333333333333,1.2999999999999998,1.5,0.3333333333333333,0.8,0.3333333333333333,0.42105263157894746,0.631578947368421,0.5263157894736843,1.3333333333333333,1.1975308641975309,1.4311111111111112,1.2775939849624058,1.0,1.4666666666666668,1.3111111111111111,1.2782417582417582,1.008403361344538,1.1163865546218488,1.857142857142857,1.5238095238095237,1.0142857142857145,1.1928571428571426
2006-10-29,Catania,Torino,1,1,D,M. Ciampi,0.3333333333333333,0.6000000000000001,0.5,0.368421052631579,0.4210526315789474,0.736842105263158,1.4732142857142856,1.1607142857142856,1.5833333333333335,0.7499999999999999,1.5000000000000002,1.2000000000000002,0.16666666666666666,0.4,0.6666666666666666,0.15789473684210528,0.21052631578947373,0.8421052631578947,1.3333333333333333,1.1975308641975309,1.4633916083916083,0.4600000000000001,2.5333333333333337,1.0,1.5656643356643358,0.4600000000000001,1.2000000000000002,1.1501960784313723,1.5555555555555556,1.25,1.1630409356725147,1.1377777777777776
2006-10-29,Fiorentina,Palermo,2,3,A,D. Messina,0.8333333333333333,0.0,0.5,0.6842105263157896,0.8947368421052632,0.21052631578947367,1.5625,1.5,1.5,1.0,1.5,0.9,1.0,0.0,0.3333333333333333,0.8421052631578949,0.8421052631578947,0.05263157894736842,1.3333333333333333,1.1975308641975309,1.471503267973856,0.8748771929824561,1.3878205128205126,1.45,1.581010101010101,0.936735778841042,0.3333333333333333,0.834871794871795,0.75,0.75,0.3333333333333333,0.834871794871795
2006-10-29,Lazio,Reggina,0,0,D,G. Gava,0.5,0.2,0.6666666666666666,0.42105263157894746,0.5789473684210527,0.631578947368421,1.4375,1.25,1.5833333333333333,0.8333333333333333,1.2999999999999998,1.1,0.5,0.4,0.5,0.47368421052631593,0.4210526315789474,0.47368421052631576,1.3333333333333333,1.1975308641975309,1.06,0.9240404040404041,1.0,1.0,1.045263157894737,0.9707936507936505,0.9492822966507177,1.0523172905525846,0.6666666666666666,1.6572649572649572,1.057692307692308,1.2242424242424241
2006-10-29,Livorno,Empoli,0,0,D,M. Bergonzi,0.5,0.6000000000000001,0.3333333333333333,0.5263157894736843,0.5263157894736843,0.42105263157894735,0.9375,1.0625,0.6666666666666666,0.5,0.9999999999999999,1.0,0.3333333333333333,0.8,0.3333333333333333,0.42105263157894746,0.631578947368421,0.5789473684210527,1.3333333333333333,1.1975308641975309,0.8666666666666666,1.0425641025641024,0.3333333333333333,1.5,0.8666666666666666,1.0536363636363637,0.7,1.1648989898989899,0.0,1.1833333333333333,0.8,1.1565656565656566
2006-10-29,Messina,Chievo,2,1,H,O. Girardi,0.3333333333333333,0.6000000000000001,0.5,0.368421052631579,0.5263157894736843,0.6842105263157894,1.375,1.0625,1.5,1.0,1.4,1.4,0.0,0.4,1.0,0.0,0.26315789473684215,1.0,1.3333333333333333,1.1975308641975309,0.9818181818181818,1.02,1.05,1.3,0.9818181818181818,1.0057142857142858,2.006564102564103,1.0689164086687306,1.5,1.574561403508772,1.9991919191919192,1.1092105263157894
2006-10-29,Parma,Atalanta,3,1,H,R. Herberg,0.16666666666666666,0.2,1.0,0.10526315789473686,0.0,0.9473684210526316,1.0,1.875,0.625,1.625,1.4,2.3,0.5,0.8,0.16666666666666666,0.5789473684210527,0.736842105263158,0.2631578947368421,1.3333333333333333,1.1975308641975309,0.9681818181818181,1.5246400658165364,0.375,0.6666666666666666,1.0857142857142859,1.606993006993007,1.6109498344792463,1.8066666666666666,1.2333333333333334,0.9333333333333332,1.6577030812324929,1.6743589743589744
2006-11-04,Reggina,Catania,0,1,A,P. Tagliavento,0.42857142857142855,0.6000000000000001,0.42857142857142855,0.5263157894736842,0.35294117647058826,0.5263157894736843,1.4444444444444446,1.4444444444444444,1.975,1.1,1.3,1.2,0.2857142857142857,0.8,0.42857142857142855,0.42105263157894746,0.35294117647058826,0.736842105263158,1.3146067415730338,1.1685393258426966,0.804040404040404,1.119149184149184,1.375,0.7748387096774194,0.8507936507936507,1.2189976689976691,0.9189839572192513,1.1056410256410256,1.35,1.059186535764376,1.090909090909091,1.0630409356725146
2006-11-04,Siena,Parma,2,2,D,F. Squillace,0.5714285714285714,0.8,0.14285714285714285,0.736842105263158,0.7058823529411764,0.15789473684210525,1.5555555555555556,0.8888888888888888,1.625,1.25,1.5,1.0,0.2857142857142857,0.2,0.8571428571428571,0.26315789473684215,0.0,0.8421052631578947,1.3146067415730338,1.1685393258426966,0.96,1.5681818181818181,1.1304347826086956,1.1833333333333333,0.9777777777777776,1.5142857142857142,0.3568181818181818,1.1842831678125794,1.1102150537634408,1.4166666666666665,0.36363636363636365,1.21132626963829
2006-11-05,Atalanta,Milan,2,0,H,T. Pieri,0.42857142857142855,0.8,0.2857142857142857,0.5789473684210525,0.5882352941176471,0.42105263157894735,1.2222222222222223,1.277777777777778,1.125,1.2,1.8,1.5999999999999999,0.5714285714285714,0.6000000000000001,0.2857142857142857,0.6842105263157896,0.6470588235294118,0.21052631578947367,1.3076923076923077,1.1758241758241759,1.631306732483203,0.907563025210084,1.699726327312534,0.8642857142857142,1.6939495287321376,1.092857142857143,2.1066666666666665,1.14,1.78,0.21428571428571427,1.802930402930403,1.135064935064935
2006-11-05,Chievo,Cagliari,0,0,D,P. Mazzoleni,0.0,0.4,1.0,0.0,0.11764705882352944,1.0,0.9513888888888888,1.2777777777777777,0.75,1.125,0.6000000000000001,1.1,0.14285714285714285,1.0,0.2857142857142857,0.31578947368421056,0.47058823529411764,0.7894736842105263,1.3076923076923077,1.1758241758241759,0.488235294117647,1.05015873015873,0.25,1.375,0.42857142857142855,0.9316239316239316,0.8264921662444882,0.6084033613445378,1.080952380952381,1.1206896551724137,0.8615914786967419,0.6142857142857142
2006-11-05,Empoli,Lazio,1,1,D,C. Brighi,0.2857142857142857,1.0,0.2857142857142857,0.47368421052631593,0.5882352941176471,0.631578947368421,1.0,0.9444444444444444,1.325,1.2,0.9,1.1,0.42857142857142855,0.4,0.5714285714285714,0.47368421052631593,0.5294117647058824,0.6842105263157894,1.3076923076923077,1.1758241758241759,0.8025641025641026,0.76,1.1375,1.106666666666667,0.8136363636363637,0.7452631578947368,1.1648989898989899,0.9492822966507177,2.4166666666666665,1.3661538461538463,1.1565656565656566,1.057692307692308
2006-11-05,Inter,Ascoli,2,0,H,L. Banti,0.8571428571428571,0.6000000000000001,0.0,1.0,1.0,0.0,1.7777777777777777,0.9444444444444445,2.0749999999999997,1.0499999999999998,1.6999999999999997,0.8,0.0,0.8,0.7142857142857142,0.10526315789473686,0.11764705882352944,0.9473684210526316,1.3076923076923077,1.1758241758241759,1.6542857142857141,0.8,2.043548387096774,1.2666666666666666,1.6857142857142855,1.0,1.1316239316239316,1.0581818181818181,1.3214285714285714,1.3355555555555556,1.281623931623932,1.2493506493506494
2006-11-05,Livorno,Udinese,1,0,H,G. Rocchi,0.42857142857142855,0.8,0.2857142857142857,0.5789473684210527,0.47058823529411764,0.3684210526315789,0.7222222222222222,1.0,0.75,0.875,0.6000000000000001,0.8,0.42857142857142855,0.8,0.2857142857142857,0.5789473684210527,0.7647058823529411,0.47368421052631576,1.3076923076923077,1.1758241758241759,0.8666666666666666,0.5279411764705881,0.25,1.25,0.8666666666666666,0.5196078431372548,0.7,0.4111111111111111,0.0,1.1875,0.8,0.4722222222222222
2006-11-05,Palermo,Sampdoria,2,0,H,M. Saccani,1.0,0.0,0.2857142857142857,1.0,0.8823529411764706,0.05263157894736842,1.9444444444444446,1.6111111111111112,2.375,1.7499999999999998,1.7,1.4,0.2857142857142857,0.8,0.42857142857142855,0.42105263157894746,0.5294117647058824,0.736842105263158,1.3076923076923077,1.1758241758241759,1.2748771929824563,1.157593984962406,2.001470588235294,1.1,1.6034024455077087,1.1582417582417583,0.8508717948717948,1.1187675070028011,1.7403846153846154,1.3303571428571428,0.8615384615384615,1.1967032967032964
